second_max,Speed_mean,net_acc_max,net_gyro_max,roll_mean,yaw_mean,pitch_mean,No_of_Years_driving_exp,driver_rating,driver_age,car_age,gender
909.6,6.863059940940178,13.14331752376847,0.7307498817372731,31.64299374485264,17.22245410061817,-1.551578053731036,18.1,3.2599998,45.4,21.8,0
931.7,7.907511946817715,12.418687393919535,0.6266905971504871,69.1604909947117,12.155740107878193,4.364096955543634,16.4,3.95,48.9,21.4,1
898.4,9.314521964926966,13.877963005838847,0.6281079045265552,56.41636496757455,21.611665627149183,-0.3444797997155156,12.7,3.5400002,47.5,24.6,1
914.2,10.404557424003533,13.992253808501093,0.9558615058873844,44.26425456414037,7.967248570593471,-0.09853404624795337,13.6,3.2599998,48.0,27.1,1
947.0,9.97331982304227,13.06137437439314,0.6366982089467712,24.47174039384836,12.426292877074394,-1.315553240128942,12.6,3.5399997,47.4,28.8,0
1092.4,9.643451185971168,12.744416515067696,0.6692074934351522,58.294980507820604,26.37126861312954,2.5526814010843175,17.0,3.16,48.3,22.7,1
1064.0,10.36647838316814,13.653968841165963,0.797720776465044,58.655720397599204,27.384042771036622,0.6865374588377019,11.8,3.2599998,50.4,22.2,1
1100.3,9.81214900598194,12.933906015262403,1.0005633580312547,44.07308077447656,15.084625790527337,-0.3090636643677573,14.0,2.79,47.1,26.9,0
917.4,7.012428952329749,13.02365387551195,1.252872496756854,51.971992665593426,4.624943152714115,-2.794632640863232,17.3,3.77,48.1,22.5,0
581.6,6.660417238152415,12.642542631657886,0.5910142242715,65.10550179046118,14.465142720603575,-0.7985266296156864,15.5,3.44,46.3,23.9,1
813.5,5.941902107583681,12.259773641635729,0.6695586183376682,43.979520017705376,22.7978066441974,0.993581979693402,15.0,3.85,47.8,23.1,1
817.3,6.9122512565268455,13.533141133124658,1.6780321691321718,54.97812130156185,11.343275299065214,0.11922606113069048,17.2,3.73,49.2,26.1,1
911.5,9.11876418305643,13.120529533412991,0.9231138236434802,59.03060606406749,23.21798454882306,-0.9535056263099364,15.6,3.72,47.9,22.4,1
1193.1,8.304390967938803,12.953296215420048,0.7593139391910579,74.15328830200849,25.263230227894695,-0.20243693874066854,15.6,3.27,48.8,23.6,0
698.7,6.855966920345945,12.333170733401404,0.5862881472650051,14.782406689157565,0.4451401496188339,0.8766689221438286,12.5,3.8399997,48.4,24.1,1
736.4,8.161636190608663,14.6399051764825,1.043560562912157,26.804526212780367,14.739028483779043,0.0019529772600283656,17.7,3.83,47.5,23.4,1
960.3,9.606057978321942,12.779357413135711,1.5192916360921893,71.74873745795463,32.74886475151212,-2.3671457154454147,18.8,3.69,47.1,18.0,1
963.2,7.401040605974626,13.585140328588228,1.2191482648134642,61.06776474768344,11.464606879637731,0.2982158407074079,18.5,3.56,48.6,24.0,1
910.7,7.192982429303115,14.951062205915544,1.3366375745931065,19.125200259200405,-0.13220354533991738,-0.9465573680918175,15.5,3.75,47.2,26.6,1
878.3,7.657916052874889,12.312817291575541,0.5999655033590001,55.87607847622146,25.15873855997374,2.6206823086467157,11.5,3.5400002,48.4,21.6,1
888.6,7.850503069813165,13.245551264255402,1.0005610936016414,23.30446749997905,14.48480301333233,0.6236434959656152,12.3,3.61,48.6,23.3,0
815.6,6.887333285988342,12.884772519641842,1.9677574216687312,23.10136521443726,31.308682231590485,1.9989154047216746,12.7,3.3200002,49.3,20.7,0
675.1,6.778689362832393,12.736926142008322,0.6385755570140588,30.23029566726647,15.600472874435289,0.10361889881995587,15.2,3.47,48.9,18.5,1
685.2,6.194630949620273,12.955803473371997,0.882883061111337,63.01313385606645,16.331384688566203,0.9680704856172152,16.0,3.95,48.0,24.7,1
1157.5,7.760641655757503,12.598946769306796,0.8165962054515112,34.144881738351934,3.843570206778351,-0.9196008158377126,12.6,3.65,47.7,28.4,1
981.5,10.993028948805067,13.191838967241873,0.6724554790469743,30.911604905415366,0.5917405108702145,2.2651322603746022,14.2,3.48,47.7,21.1,1
944.1,9.703935892068321,12.890426748076987,0.6485008446623176,64.1843552705806,1.1676306380743724,-1.9382877852426794,14.8,3.65,48.3,18.9,1
829.5,8.333982671043598,13.49871042820009,1.2051214772510275,44.101790823559845,27.352387835766887,0.9238028816637346,18.1,3.92,47.5,22.4,0
801.7,9.222682678517481,13.598349982806337,1.0093745842213682,8.50055192784372,3.948319446038602,-6.925469910039316,13.0,3.2,49.3,21.8,1
876.7,9.288016507911951,13.032194838321377,0.8053964913791181,43.97886838536564,7.22650983138351,1.1085822801951846,13.6,3.5700002,47.8,26.6,1
1023.3,7.989788032099909,13.42944268168327,0.6257810020633429,44.08645531291411,11.42822560837002,2.2533549900413585,15.9,3.2900002,47.9,25.0,0
1211.0,9.993698006796077,14.596389765744494,1.5072822499733671,42.530762864125535,3.5048245856874174,1.0591413672354844,16.8,3.4900002,49.1,22.2,1
918.5,8.011244935340116,14.554650111405682,1.2729222402981843,44.952760316952585,10.886584273624992,1.0751406316661494,14.2,3.9900002,46.6,21.1,0
833.1,8.59475292767164,12.201049656453685,1.0396151771342148,46.43590355791704,7.725543402431356,0.36116875405118537,16.3,3.75,47.0,28.8,1
856.0,8.937645553583232,12.863797227474828,0.8882390899700503,56.80636591612019,3.4577109179041488,-3.3083639653093875,12.5,3.8799999,47.9,21.0,1
1022.6,10.549122903271833,13.094005083539738,0.6636679107351372,36.346086808298374,20.241064387495292,1.1735222200779227,14.4,3.2099998,47.6,31.2,0
979.8,8.014323304574427,13.21404776708063,1.1973828399227782,30.487055953473032,-3.9457469348871728,-0.2601637829859995,17.4,3.7099998,47.5,22.9,1
817.5,9.846714052690736,13.070265599741205,0.5682588059446432,71.54091453422652,33.67537135942202,2.171149111519239,13.4,3.25,46.2,24.4,0
801.9,6.1796578679888015,13.67336167504672,1.740744547362958,47.8228669202926,1.2992910884727167,-0.47494840739420835,18.2,3.31,47.0,20.0,0
1029.0,9.210163032405093,14.570513321543052,1.225147274233928,30.82599030208143,6.348677028401604,1.248203811284255,15.2,3.8799999,49.2,22.1,0
940.9,8.941407689675243,13.683831274926536,0.848107765594386,9.30958617272863,15.594330084365419,-0.7618150930136961,13.9,3.69,47.4,23.9,1
1148.7,8.657177123683333,12.53291188410383,1.4167658622157464,13.374873024026243,0.5107283977810131,1.0918861081764726,16.6,3.52,47.7,20.4,0
807.8,8.058878594396484,12.968603800215188,0.5798048163786629,44.07088614054935,8.329246824442652,0.10356513474022855,14.4,3.69,48.6,21.0,1
987.1,7.454356936427703,12.920932848934422,0.607919924017291,49.671674745065026,6.787164278960861,-0.21303542608591566,14.9,4.0,49.0,21.9,0
885.8,7.089909272364563,12.34280082103518,0.614729391624766,62.929349024727344,19.56750076086045,1.0745171648931593,11.6,3.7900002,46.7,23.5,0
1133.2,7.578784920721327,12.769151808550257,0.7092035508957668,39.93878978550519,29.12277731857237,0.9923991339117872,18.5,3.4099998,48.3,22.4,0
729.6,7.0345424879111516,13.200685780337116,0.7165174178626984,-16.26216955579101,2.6313750855712996,-1.2925700757638707,15.2,3.6299999,45.5,23.9,1
840.8,5.648128427601212,12.644924624190143,1.2650508593582734,15.742480872832584,-3.700349439560268,2.5690933383252204,14.9,3.5900002,49.7,21.2,0
1164.9,7.691208113941984,13.795908407575222,0.9685455873581512,16.76151471214275,5.881180338665247,-0.5199721423780059,14.7,3.8400002,48.7,17.6,1
869.1,8.334901215512875,12.924537009959986,1.136298948675859,11.339449586285651,4.953196121370492,4.529679488659876,12.9,3.72,47.1,19.3,1
897.4,8.697883199121431,12.6562955593326,0.6334791049096242,28.019872847644923,1.316634803052267,-0.049410336732175694,14.4,3.3700001,46.3,25.2,1
872.2,8.307078773112291,13.296886122987393,0.844746556557196,45.97862224635666,10.427967034656332,-0.9925539468054654,19.1,3.7400002,48.6,22.9,0
684.2,7.149685385826582,12.731886267976295,0.6590009098582832,45.78785077738847,14.824891597970586,1.657857273383024,12.8,3.39,46.0,23.6,0
771.6,8.457423590373597,13.421026466126582,1.0361276194734508,27.18811479758664,29.13057587258134,-1.013323087322256,16.9,2.98,49.1,21.6,1
1037.7,8.903136316083353,12.766581942516055,1.1471836248549352,13.292624831615626,11.528626220078346,-1.5609099934519837,14.6,3.4599998,47.1,25.2,1
824.0,11.6961051251762,13.82968993515669,0.9811122108925204,24.345347577894593,9.434481577935173,0.19401704334879005,15.3,3.73,47.6,26.5,0
1053.8,10.579618417772295,12.510373410523446,1.3604119195918234,51.94608559948451,24.15815736149258,0.0856277346735378,17.2,3.52,49.6,23.1,0
787.5,7.895226009364913,13.414362010556705,0.750483241227694,45.40984437849352,-1.727231313632214,1.0902213493127806,14.1,3.33,48.6,24.0,0
906.5,7.986519268607981,12.18102258599648,2.0059166831345214,48.508640881045416,-6.550300770145862,-0.008849551343079054,11.0,3.81,46.3,23.5,1
1227.7,8.799303629842312,14.806457097541317,2.1909164360566056,48.07729637809863,4.347072532202131,0.30585399683425735,18.6,3.7900002,50.2,22.1,0
993.7,8.804340935466605,12.965332977451158,0.757117731423805,44.514988436127155,19.17665124164933,-2.074862809996462,17.4,3.9099998,46.4,27.4,1
973.0,7.7804325060434705,13.594852791986394,0.8629817499250395,6.597243392921497,-17.382049532382887,0.8718529520628457,15.5,3.2400002,47.2,25.0,0
1000.9,9.735950339070934,13.045649815118534,1.0551779447767813,59.235521274721826,19.564139581461415,0.31458849040186027,13.2,3.77,46.4,25.2,1
657.3,8.894968738360921,13.365525436343864,1.5520007929914157,-4.508612186255334,16.207154953776467,-0.5902196445460998,14.6,3.78,50.9,25.8,1
838.8,7.329355764797503,13.209511667090453,0.7085761204593981,8.534676258220827,-8.799736325705116,7.334292044148145,10.6,3.5400002,49.0,23.3,0
965.7,6.911294445105537,13.068751907176928,0.816015624481867,14.400564266091743,0.3318039570215802,-0.6872510130507472,14.5,3.33,47.1,21.9,1
815.2,9.058817856075938,12.197318445193083,0.6391125940419509,26.126970843507046,4.197751103368735,-2.067204033769616,13.8,3.3600001,48.0,21.7,0
926.8,9.884341732375736,13.07261354974159,0.7433806809740934,48.938478584796165,0.0009280812266432292,-1.1667614480608666,16.0,3.5099998,50.1,23.4,0
893.8,6.950411711760784,13.027922192240718,0.8000897219704163,41.19401891303916,4.097804240919045,-2.192948017748484,14.4,3.72,49.2,22.4,1
895.3,8.478276250558912,12.729706201126593,0.6109999257696642,59.397406750655776,10.29618092515579,0.4717587802076838,15.5,3.2599998,47.6,21.8,1
720.5,6.770002533609251,13.02375468355558,0.5657593988622132,55.89416283538452,13.839090486178657,0.8708931272588327,15.3,3.5400002,50.9,23.0,0
945.4,9.351503911371529,13.70299428624781,0.6430177656365055,66.16810903964769,17.423697388428515,0.1902310638623959,15.5,3.0300002,46.9,27.0,1
1192.2,8.470633245737483,13.337712920269222,0.9779044100247771,11.534067172968689,10.145506371993266,0.9182380287093894,15.8,3.6200001,47.9,22.1,1
860.7,10.477463158387994,13.172008953907376,0.8071338239168091,29.320912291717207,21.044427837925227,0.9700909432351278,14.2,3.0700002,47.9,26.7,0
932.8,7.285225807843067,13.25011944589518,0.7728392150405832,31.35211628122453,3.6971007662353896,0.443833546830664,13.9,3.8200002,48.6,18.2,0
872.1,12.967659387480257,12.891244756905888,0.6702959691944617,77.69925287928837,16.099194602527707,2.6415259852531543,15.3,3.9,47.0,29.3,1
1076.8,9.62826753972828,12.741909006714263,0.667710190939375,74.39842623487041,22.84958284595823,0.03394914128470292,15.4,3.55,48.7,24.4,0
908.6,8.447944425786137,12.910644791972583,0.7579781470116823,45.57527622205411,12.890175687510142,0.6285291598122382,15.9,3.47,49.9,22.2,1
855.6,11.115860146098246,13.652131220099662,0.6073075289102059,43.81059508174419,17.129892174865326,1.0988618864534572,12.8,3.8700001,48.9,18.9,1
899.2,8.086881950488513,13.413410154741456,0.7393073177028826,25.78272757528843,4.317261293422799,-1.3731543092952547,17.0,3.65,48.1,23.1,1
847.0,9.22509404364207,12.171269871125231,1.3944770852747905,60.32512830114143,9.72402650855437,1.5041961438326112,15.5,3.4,47.6,24.4,1
862.6,11.088197596500834,12.83527226886242,0.809501070086505,13.058986278129115,13.674088613347752,0.07380713958020943,17.5,3.61,47.7,24.3,1
1048.6,8.189067560469496,12.940045783332375,0.7719913750784222,13.591780012654183,-5.248911188990147,-1.9002170720043168,14.0,3.25,45.9,26.1,0
1075.9,9.434232702784746,13.373483764132166,1.00261488609759,43.01926079670877,2.7271358488905855,-1.665395455785878,13.4,3.22,48.3,20.9,0
990.2,10.732851860258318,13.52882524832774,0.6416612010714788,59.39171901273262,12.556287601430267,1.4710651878212526,12.3,3.72,48.6,23.3,1
929.1,7.078784096451537,13.081063590519943,1.5227619155071797,26.90249680296993,23.624556612191228,1.9741637376533674,15.8,3.3200002,48.6,24.9,0
890.7,8.359209139848206,12.759931805686755,0.7214866781884364,44.83644974997861,2.9156932578802364,-0.5611918062315105,15.2,3.5400002,47.5,22.2,0
1101.2,8.012912873809494,13.836948565874229,1.4114314671067074,43.01675725145522,5.52938098464394,-0.8981745501987562,18.2,3.6200001,50.2,22.7,1
1014.8,8.258210102487883,13.057980003625218,0.6788467355455825,42.928520488239194,20.732134098064343,-1.1950952809685846,13.1,3.7400002,46.6,24.9,1
993.9,9.981695760191194,13.200008485854033,0.7381207056100495,69.95021539645225,20.819650565268102,-0.3270994437155345,13.4,3.94,47.4,23.6,0
705.6,5.220519533103628,12.848523169427395,2.4677597333457215,69.89296289876212,13.594957647393349,-1.6476986690861672,12.8,4.23,49.8,20.3,1
766.1,8.582940973327986,13.13409569180323,0.9786018637908256,45.29170545971162,2.9367576223160627,0.25221103708456927,12.8,3.75,47.9,20.9,1
1112.1,8.033878132209772,13.59197206013899,0.7366341732617702,78.53555239535703,13.08874291209806,-0.5228327874204604,14.0,3.6599998,49.4,23.5,0
886.9,7.29033649564029,12.06273570368338,0.8546970769983847,21.566299999002204,3.32125664897042,-0.8627279542602896,15.5,3.6399999,47.1,22.4,1
869.6,9.768514961917937,12.538410579396455,0.6024326201959596,29.111222706544805,22.694290110058805,-0.5110436201979918,15.9,3.0,47.1,26.2,0
927.2,8.718493364446882,12.405492060711628,1.0326899316093623,45.18028347614973,21.463234392450506,0.9570118572968432,17.3,3.7,47.8,21.5,0
986.6,8.045688376956027,13.205346701017538,0.6946864895003626,56.67800973009283,13.470923986316837,-1.7367378348135045,17.5,3.3200002,50.2,27.5,1
766.9,6.990224147606436,12.69828185883948,0.6047799937431075,54.823428839100686,9.099059467144011,0.11089269853006263,13.4,4.09,47.9,20.7,1
745.1,8.76243783132048,14.872620045962492,0.8772559150862191,-10.57476754599566,11.215754953281774,-3.8735713252481907,13.9,3.1200001,49.4,24.3,0
815.6,7.562960314038075,12.843394769394948,0.8444406050561207,56.972912343436256,22.94241633631057,1.4850234664119857,16.7,3.35,50.1,22.2,0
1196.5,8.445954587136438,12.998809955728698,1.3289260283292061,21.45676413117069,20.282015130934077,-0.4243629763291474,15.6,3.36,46.1,23.2,1
806.0,6.442826420291548,12.901848883076042,0.7804110040467579,61.692720742802365,12.527638931672069,0.6234897514470624,15.4,3.2599998,49.1,25.5,1
689.4,7.479179270761317,12.695296521686188,2.164063560767555,41.14556025899818,34.93736482041958,1.5468766028057228,14.7,3.6299999,47.8,26.5,1
684.7,7.708629120553638,12.910052475311582,1.37215281188752,1.7036157943894181,7.328540756839942,-0.10701677619468017,14.8,3.9900002,47.2,22.1,1
932.1,7.036484472632358,13.392751613066867,0.9415119930816115,24.400325016719158,13.389819832148518,-1.2219010235121186,13.6,3.35,47.7,25.1,0
676.2,6.646552059863528,12.67417105757248,0.8867039013474187,28.499433703651867,16.639053787133232,-0.5709541755357076,14.7,4.16,50.3,22.8,1
981.6,7.900824391581557,12.664287228876152,0.8653487564280585,38.75858968233283,10.90835216944133,3.5223658224697187,12.3,3.47,49.2,24.1,1
872.7,7.051384534143184,12.94125414486415,1.223824247040143,9.510556412887698,-5.639699914374561,10.75166124521375,16.7,3.5,46.5,21.9,0
753.6,9.676162763335658,12.510992756577105,0.7647927220267093,40.01715540142039,12.01422487196618,2.3529080497352877,16.2,3.53,48.2,27.2,0
972.5,6.665008945537059,13.644557217729965,1.9630111853422694,-16.415840472281047,-3.7166424225343975,0.40058878123643293,16.9,3.47,49.3,20.1,1
780.2,5.7804789266892085,13.080853700842374,0.9914972444547516,-0.914587363293137,-5.714642294370631,0.7426754118626134,17.9,3.98,49.5,18.7,0
931.1,8.315455714220667,12.668056005074996,0.6884958530572398,14.751642050173235,3.6231781575455932,-0.18664296550586912,19.3,3.55,47.2,22.8,1
1162.5,11.142229181254399,12.791490634665918,0.9037639578883558,25.529243767582795,7.689737701657608,-0.45393341500118467,15.5,3.6299999,47.5,17.5,1
731.0,11.671123231130835,13.934893671875837,0.6153544714742705,73.24812302929264,30.293939438026285,-0.45559830644195853,13.9,3.53,48.3,25.7,1
860.5,10.533723481048526,12.210605974181355,0.6107073819290041,61.68853742090615,11.744971832923753,1.5267035530129225,15.8,3.2099998,49.6,20.8,0
854.5,12.404810398799516,12.94260703106041,0.6970689917677901,15.72460531965722,1.0716070383643832,1.1069463153575985,15.2,3.33,47.0,25.8,0
684.8,7.396295276671007,12.972791575986284,1.2426056515088373,77.50177071267242,8.317052383227736,0.5039700211031818,16.7,4.26,46.2,21.5,1
981.1,9.450868299824496,13.823501708665145,0.616033457376007,43.78367938221857,24.92432982190997,-0.29575528511787874,17.3,3.36,48.2,21.7,0
1106.0,9.842531424810712,13.62990948750338,1.1925013550136785,14.33099072927646,10.562179124674701,1.7176147720577746,14.6,3.65,47.9,23.6,1
681.8,6.776640263273907,12.600360845910084,0.5619397257683091,42.22380038774047,21.088645226723838,1.7846372093995797,15.1,3.61,46.7,22.9,0
817.4,8.587172471974224,12.191707441082821,0.9021743364916368,11.26222177242546,13.575540522440189,0.5756478636134528,16.6,3.58,47.8,26.8,0
987.3,6.104596033992732,12.22216241901597,0.885652005230769,13.463120043370713,-4.177847311705428,-0.9483151729755379,13.0,3.45,47.6,19.7,0
931.8,11.768116326335562,13.327450988407898,0.6399436592151793,58.58735120290454,4.984418475538247,1.876763073399974,15.9,3.64,46.0,26.1,0
717.4,6.235005152098113,13.603239198334697,0.810680186192025,45.44829726568054,-5.801456979891098,-0.2693486597880496,8.0,3.2900002,48.6,18.7,1
963.1,7.265316544397575,12.78599676756245,0.8957609180938174,22.89812850325333,12.332148705769091,1.4604498119878104,15.2,4.3,48.0,26.1,1
939.1,7.2564212180632115,13.88290997698418,1.4625777158524353,12.304846291481093,-5.371569036505756,0.36859465566967203,12.9,4.1400003,46.8,22.9,0
770.7,5.99612530329767,12.846554123784964,1.2098045129652237,8.915268337679246,0.2791265243126757,-0.17733484130471538,15.4,3.4899998,50.2,28.6,0
814.0,8.950719125003216,13.98677157865237,1.028277946543104,-14.030827044701093,13.47965882548425,2.510756536153862,16.8,3.8799999,49.0,22.0,1
955.8,8.691038470493652,13.241608673352275,1.3565089184314625,34.701089257387395,-3.9688576462479817,0.7979796099092733,14.3,3.3400002,48.1,23.2,0
760.1,6.334386905037768,12.8968533463193,1.0951107507461804,19.10533146457782,8.122068798376102,3.6151661895677014,15.7,3.55,48.4,20.4,1
660.4,7.742904075152649,13.23775042085278,1.0901631222109411,38.052609122776914,11.815191508766645,-0.668952481709409,11.8,3.42,48.4,22.9,1
679.5,8.283710676754504,13.044808551418152,2.070784439182238,67.6796626902916,12.784624148597493,-0.43605024101233525,12.5,3.56,47.4,25.8,0
734.2,8.142571353736344,13.476327795200717,1.2064289315084622,7.8752812696081635,10.645428051785613,-0.49041545843357814,13.6,3.25,48.4,27.7,0
1074.0,8.248410353248495,13.265952009574045,1.0950604763738165,35.279203377074815,8.532755986782249,0.20595193523242336,12.7,3.3700001,46.5,24.2,1
989.4,7.730420737781974,12.927076214331077,0.6628465535546237,24.603908921223773,7.8468453630527595,7.95821945287706,17.1,3.48,47.3,25.6,0
1114.0,9.328972266635132,12.57450031036308,0.685926409554775,45.98128909221119,10.814527383178945,0.37791398055472514,16.7,3.78,49.7,22.3,0
1070.8,8.538497333262717,14.612051788639317,1.2036774980126927,29.835992702544086,11.232158539424542,-0.35001998904604664,14.6,3.31,46.2,25.6,0
821.6,7.9813883160707375,12.832249468748746,0.774285217027646,72.69828863405789,24.45344962037191,1.5988376292831616,15.7,3.5400002,47.3,30.0,1
673.8,11.761876296116265,12.549630145286486,1.188907445154779,44.12923908614093,18.328537195121548,0.5315711597670952,15.1,4.1099997,48.8,24.3,1
818.5,7.177882567895901,13.357743636859045,3.6138498433296973,-0.7315813855298685,-6.999237702119818,1.0998326709174413,13.6,4.04,49.5,23.5,0
1000.9,9.372152223743857,13.613357761030027,0.6800241911501483,49.68682866413165,-9.090165999953339,-1.1122974676040358,14.2,3.5,48.6,23.2,0
715.3,8.724574120983814,12.068596009540675,0.8969797974972566,42.82927289088862,14.445777494624263,1.9740710055453736,14.3,3.7599998,47.3,26.1,1
714.6,6.170451490986425,12.874199399404555,0.7052175236437946,32.745964960792996,10.193584217807821,-0.3544468469961845,18.0,3.73,47.1,23.3,1
1126.1,10.363484292596656,12.437142731276598,1.6080694201032233,42.499073221912994,16.99088231321152,1.4828626427563445,15.6,3.3700001,46.8,23.4,0
1006.7,7.49681453048669,12.754235458581867,0.8909247689245152,44.261542469976675,31.72020536078066,1.4329835573058511,12.8,3.2900002,47.5,22.7,0
770.4,8.580080577851906,12.841242600223813,0.6779522939879545,9.741232615810054,-0.6708721607272047,1.2409957385066552,11.9,3.75,48.4,22.0,1
895.7,6.767481162419268,13.200785191186606,0.8281421274104336,35.71524176268556,-1.379149886573019,9.015519120521166,13.8,3.3400002,48.5,22.6,0
883.2,8.171159115054541,12.661215512140823,1.3638880444498025,45.42750773058874,18.01988106626728,0.9026269769182396,12.8,3.56,48.0,19.7,0
651.7,5.659767593177241,12.468781886916153,0.6500217754015333,41.279701471298175,24.013341836753128,1.0657511588737651,15.9,3.64,48.4,19.4,1
922.2,8.169121036129855,12.57374361350382,2.793878873145878,3.6890965460905485,-8.168816190627096,-0.7570045687291593,15.9,3.25,45.5,23.0,1
702.3,8.153924314783364,12.351701200410512,0.9528052205165082,44.59261985824061,18.19375802973073,0.7539920077792472,11.3,3.3400002,49.1,23.1,1
870.5,8.132783954134059,13.823337973662632,0.9097136919098965,28.47167751444448,1.4877668790380312,-1.6077155564863221,18.1,3.5,48.4,25.2,1
665.0,7.737956093805034,12.708432998203843,1.0086411126971302,28.862201940857467,6.724842207915846,1.3093868809527802,16.8,3.4299998,50.6,20.8,0
876.8,6.195282355866608,12.81931202115656,2.705843124368093,33.06064144440148,15.148106549456145,-5.501736278691549,18.8,3.44,47.7,21.9,1
1126.1,5.989944247315259,13.315748365033992,0.8817598787174841,48.71444574192616,10.985601056117137,-0.7149688210143089,15.8,3.83,47.9,22.7,0
853.6,8.444017984764656,13.546516571355848,1.08045710253956,1.2014962558664692,-9.364794258227175,-0.2502796857227064,13.3,3.4900002,48.2,24.1,0
613.7,6.008116290898885,12.358815644472902,0.7269450986889129,56.775093111525095,12.190141924511646,2.892775287310853,16.4,3.4599998,47.9,19.2,0
1215.9,8.48519734435026,13.84706198575078,1.064964565299079,-23.964995686705006,-7.464104882534104,-6.912470006813426,16.5,3.6299999,48.8,24.2,0
806.1,10.029712094144978,12.696547043108321,0.7069348542190149,22.172570255839723,9.038581499204085,9.908725059412395,14.4,3.6,46.7,24.2,0
976.6,8.409240548929137,13.99723148540097,1.0292155145772262,26.248843288728402,-8.47092853294254,-1.4492419359830317,14.7,3.81,47.6,16.9,1
788.2,6.822759204710202,12.613371026057354,0.5939378053269408,76.60691295861395,20.93041927283509,-0.28875707460703204,13.5,3.5900002,46.3,26.3,0
675.0,10.285128025096892,12.899941882656199,1.0606420658026237,49.30304379344513,2.021221273975603,-8.537303017569412,15.3,4.09,49.0,23.8,0
654.4,10.40978118791542,12.30428371202407,0.6045420785489478,30.76207095201562,5.687054609405434,-1.135832340154134,19.0,3.48,48.7,23.2,0
923.5,7.6299173060040575,13.813393412121815,1.295526897218363,36.672185389086636,12.609334099131633,-3.8795676944174318,14.0,3.72,47.5,22.8,1
911.8,8.093946110758003,13.070308357344118,0.5681563759152891,26.351478719924337,16.703428852260096,-0.7928187758009991,16.9,3.92,46.6,27.0,0
922.9,7.741661329376685,12.846262737563876,0.6051070418471272,63.63833849206088,21.662366250782366,-1.9942750917402592,14.9,3.9,46.3,20.9,1
1023.9,5.906724988253145,13.277957170092009,1.2847398223755984,5.174045243102679,17.950664758784477,0.29798067084539204,14.5,3.5700002,48.2,23.8,1
919.3,8.226737250308377,13.895552382360098,1.451846604934046,-11.29753844497118,-7.2927145911074875,-0.28723316941990223,14.9,3.8700001,47.9,24.2,1
960.3,10.291152101033983,13.789992980026517,0.6893351857980033,62.23799976444216,8.417220481059132,0.2137191674324507,14.2,3.6799998,48.9,25.8,1
679.9,7.320575969161129,12.90893816584059,0.7082541694437299,48.1696688686669,12.284150558362075,-0.14549843824192926,15.7,3.53,48.1,28.8,0
899.7,7.42102671191398,12.711482383538907,1.017649925526704,20.831516777683454,-4.169101102392608,0.9206902590970618,13.8,4.2,47.3,20.7,0
1032.9,9.168974928187513,14.945433177003505,1.3010471406667874,50.26135516859869,11.219284318567606,0.6440390341533432,13.8,3.7199998,46.9,27.9,0
656.1,9.284310603110715,12.853031461912858,0.5835815600147807,42.88087793823184,23.78352514400527,1.0506549435103172,15.6,3.85,48.4,22.9,1
818.6,6.222925991825278,13.127099903008775,1.6009350233481023,70.78200848334076,16.489473378335507,-5.478817391113752,15.8,3.31,48.3,19.3,1
1017.8,9.5093517523289,12.429501380700563,1.768528246027713,40.36874697642884,26.68863834105998,-0.2529995737418751,14.2,3.25,49.0,20.9,1
1075.6,8.789759244920427,12.608338570889504,0.6345441391360689,45.60739314118298,23.84097038457269,1.0475967264064743,15.2,3.73,48.8,21.7,0
900.2,6.1332134752617256,12.541490595286154,0.6701696038258843,19.156823695946265,2.476193411968019,1.1078383498660354,15.9,3.6200001,49.3,25.2,0
823.4,8.035273925839089,13.110284649231039,3.8344383382224825,30.10233125182156,13.3263212377039,0.4745579475433758,16.1,3.17,49.0,26.6,0
845.1,6.947340588599492,13.049240567893928,0.8677839168494424,56.21573484175546,24.612655059210322,1.8758467618884864,15.4,3.9299998,48.8,21.0,1
827.5,6.4137067164985195,12.725069233213251,1.089270936604076,26.268641159880683,4.605086439744148,1.2526416598287062,14.0,3.55,48.5,22.9,1
750.1,9.92445834266749,13.159984169320964,0.8524627510286933,43.88023271641059,13.295681041929587,2.392071297518979,19.0,2.8600001,48.9,23.7,1
859.8,8.28540068485427,12.718990280611177,0.5854028578667724,44.074950494759534,9.971161499740152,-1.1474167775738147,16.2,3.58,47.6,21.7,1
1197.5,10.558528519466549,12.991434746912955,0.6185380362097526,54.60779162487412,22.564239247432777,1.7739175439616008,14.9,2.9299998,48.5,25.2,1
926.0,8.365875721084194,13.243949890210072,0.9254789914784414,4.420035193624528,15.427406188868627,2.520253078280938,17.1,3.1,48.7,22.6,0
938.0,9.660700154616922,13.311254240550335,0.8707958161568963,46.77128537410833,5.560763653172902,-1.8913979994778884,15.5,3.6599998,48.4,26.8,1
1081.5,8.84868761856482,13.819768682395582,1.3596198003026836,42.89240667872395,14.663305928414275,2.984192458851595,16.4,3.83,45.4,25.6,1
534.6,8.557141023512935,11.9104648046692,0.4802959639065271,45.42393397813599,5.8994320168781895,-0.6417136265976756,15.9,3.53,48.5,26.4,0
844.0,8.75881502732901,13.113966775522934,0.9869433277827728,29.37889237230082,-2.322699410646996,-0.08441389107615656,13.9,3.6599998,47.8,26.3,0
1240.5,8.408397855768737,13.32293029173059,1.5194149006113036,57.88259451589299,20.288228430496776,0.6770340809512405,13.5,3.18,49.7,20.6,0
